age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
47.0,729534,1991-09-30,IN,100/300,1000.0,1216.68,0,610989,Female,Masters,Sales,Basketball,Other-Relative,55100.0,0,2015-01-06,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,No,1,1,No,2700.0,300.0,300.0,2100.0,Ford,F150,2013,N,Adult,23,11,500/1000,1500,1216.68,[],1483.32,Tuesday,January,1991
54.0,505014,2001-12-27,IL,100/300,500.0,1251.16,0,447750,Female,Associate,Machine-Op-Inspct,Kayaking,Not-In-Family,41400.0,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,Unknown,0,1,No,75960.0,6330.0,6330.0,63300.0,Jeep,Grand Cherokee,2010,N,Senior,31,14,750/1500,2000,1000.9280000000001,['rental car coverage'],74708.84,Sunday,February,2001
34.0,920826,2005-04-07,IN,250/500,2000.0,1586.41,0,608708,Female,High School,Sales,Video-Games,Other-Relative,33500.0,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,Yes,1,3,Unknown,75570.0,6870.0,13740.0,54960.0,BMW,X5,2010,Y,Adult,1,14,500/1000,1500,1586.41,[],73983.59,Tuesday,January,2005
48.0,534982,2003-04-08,IL,500/1000,2000.0,1526.11,5000000,469650,Female,Masters,Sales,Exercise,Unmarried,0.0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,Unknown,2,3,Yes,90240.0,15040.0,15040.0,60160.0,Chevrolet,Malibu,1995,N,Adult,29,29,500/1000,1500,1526.11,[],88713.89,Saturday,January,2003
53.0,110408,2005-11-14,IN,100/300,1000.0,1028.44,0,602304,Female,College,Prof-Specialty,Dancing,Not-In-Family,0.0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,Unknown,0,0,No,80960.0,14720.0,7360.0,58880.0,Accura,MDX,2000,N,Senior,28,24,750/1500,2000,822.7520000000001,['rental car coverage'],79931.56,Monday,January,2005
38.0,283052,2005-01-07,IL,100/300,1000.0,1555.94,0,459878,Male,PhD,Craft-Repair,Skydiving,Own-Child,23300.0,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,No,1,3,Yes,79080.0,6590.0,13180.0,59310.0,Mercedes,C300,2012,N,Adult,14,12,500/1000,1500,1555.94,[],77524.06,Sunday,January,2005
49.0,840806,1994-02-14,IN,500/1000,2000.0,1570.77,0,441142,Male,JD,Adm-Clerical,Paintball,Not-In-Family,98800.0,-65300,2015-01-18,Vehicle Theft,Unknown,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,No,0,3,No,6820.0,1240.0,620.0,4960.0,Mercedes,ML350,2009,N,Adult,28,15,500/1000,1500,1570.77,[],5249.23,Sunday,January,1994
42.0,382394,1996-01-23,OH,100/300,2000.0,1170.53,0,465667,Female,PhD,Armed-Forces,Sleeping,Wife,65000.0,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,No,1,2,Yes,62590.0,5690.0,11380.0,45520.0,Nissan,Pathfinder,2006,N,Adult,21,18,500/1000,1500,1170.53,[],61419.47,Monday,January,1996
23.0,876699,1999-12-12,OH,250/500,1000.0,1099.95,0,473109,Female,College,Sales,Dancing,Wife,0.0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,No,1,0,Yes,52400.0,6550.0,6550.0,39300.0,Accura,MDX,2005,Y,Young Adult,5,19,250/500,1000,1319.94,['roadside assistance'],51300.05,Thursday,January,1999
46.0,871432,2004-07-15,IL,250/500,2000.0,1472.43,0,619794,Male,MD,Tech-Support,Basketball,Husband,0.0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,Unknown,1,3,Yes,63580.0,5780.0,11560.0,46240.0,Volkswagen,Jetta,2004,N,Adult,21,20,500/1000,1500,1472.43,[],62107.57,Saturday,January,2004
55.0,379882,2012-11-07,IL,250/500,500.0,1275.62,0,602258,Female,Associate,Priv-House-Serv,Reading,Other-Relative,0.0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,Yes,2,1,No,61400.0,6140.0,6140.0,49120.0,Nissan,Ultima,1995,N,Senior,36,29,750/1500,2000,1020.496,['rental car coverage'],60124.38,Friday,January,2012
63.0,852002,2009-06-29,IL,250/500,1000.0,1292.3,0,479724,Male,High School,Adm-Clerical,Paintball,Own-Child,47600.0,0,2015-02-21,Parked Car,Unknown,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,Yes,1,3,No,4700.0,940.0,470.0,3290.0,Dodge,Neon,2007,Y,Senior,39,17,750/1500,2000,1033.84,['rental car coverage'],3407.7,Saturday,February,2009
44.0,372891,2000-06-26,IN,250/500,2000.0,1009.37,0,442210,Female,College,Prof-Specialty,Hiking,Other-Relative,45400.0,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,No,0,2,Yes,74140.0,13480.0,13480.0,47180.0,BMW,X5,2015,N,Adult,19,9,500/1000,1500,1009.37,[],73130.63,Tuesday,February,2000
30.0,689034,2002-01-09,OH,500/1000,500.0,1093.07,4000000,463291,Female,PhD,Other-Service,Reading,Wife,27700.0,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,Unknown,2,2,No,83160.0,6930.0,13860.0,62370.0,Volkswagen,Jetta,2011,N,Adult,11,13,500/1000,1500,1093.07,[],82066.93,Tuesday,January,2002
41.0,743092,2013-11-11,OH,250/500,1000.0,1325.44,7000000,474898,Female,JD,Farming-Fishing,Paintball,Other-Relative,51400.0,-6300,2015-02-18,Parked Car,Unknown,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,Unknown,0,2,Yes,10790.0,1660.0,830.0,8300.0,Mercedes,E400,2013,N,Adult,19,11,500/1000,1500,1325.44,[],9464.56,Wednesday,February,2013
31.0,599174,2008-01-14,IL,100/300,2000.0,1017.18,0,431354,Female,MD,Prof-Specialty,Paintball,Husband,0.0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,Yes,1,3,No,48070.0,8740.0,8740.0,30590.0,Saab,92x,2014,N,Adult,7,10,500/1000,1500,1017.18,[],47052.82,Tuesday,February,2008
25.0,421092,2003-03-04,OH,100/300,1000.0,1221.17,0,617460,Female,Masters,Protective-Serv,Golf,Not-In-Family,49300.0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,Yes,0,0,Yes,51030.0,5670.0,11340.0,34020.0,Suburu,Impreza,1996,N,Young Adult,3,28,250/500,1000,1465.404,['roadside assistance'],49808.83,Saturday,January,2003
40.0,349658,1994-06-07,IN,100/300,500.0,1927.87,0,609317,Male,MD,Prof-Specialty,Yachting,Husband,0.0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,Yes,0,1,Unknown,43280.0,0.0,5410.0,37870.0,Honda,Civic,1996,Y,Adult,21,28,500/1000,1500,1927.87,[],41352.13,Wednesday,January,1994
29.0,811042,2013-07-04,IN,250/500,1000.0,978.27,0,479821,Female,Associate,Sales,Paintball,Own-Child,65700.0,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,Unknown,1,3,No,76400.0,15280.0,7640.0,53480.0,Suburu,Forrestor,2003,N,Young Adult,10,21,250/500,1000,1173.924,['roadside assistance'],75421.73,Tuesday,February,2013
43.0,505316,2002-06-30,IN,100/300,2000.0,1221.14,0,473394,Male,MD,Prof-Specialty,Board-Games,Wife,48100.0,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,Unknown,0,2,Unknown,75460.0,13720.0,13720.0,48020.0,Audi,A5,2002,N,Adult,19,22,500/1000,1500,1221.14,[],74238.86,Wednesday,January,2002
50.0,116645,2004-06-30,OH,100/300,2000.0,1255.62,0,603882,Male,MD,Armed-Forces,Polo,Unmarried,0.0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,Yes,2,1,Yes,69000.0,13800.0,6900.0,48300.0,Ford,F150,1995,Y,Senior,26,29,750/1500,2000,1004.496,['rental car coverage'],67744.38,Monday,February,2004
38.0,950880,1998-12-19,IN,250/500,500.0,999.52,0,615229,Male,JD,Tech-Support,Golf,Other-Relative,0.0,0,2015-01-13,Vehicle Theft,Unknown,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,Unknown,1,2,No,8640.0,1440.0,720.0,6480.0,Accura,TL,2008,N,Adult,17,16,500/1000,1500,999.52,[],7640.48,Tuesday,January,1998
29.0,788502,2014-08-31,OH,250/500,500.0,1380.89,0,620197,Male,PhD,Armed-Forces,Dancing,Own-Child,30000.0,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,Unknown,2,1,Unknown,67210.0,12220.0,12220.0,42770.0,BMW,X6,1996,N,Young Adult,8,28,250/500,1000,1657.068,['roadside assistance'],65829.11,Saturday,February,2014
37.0,627486,2005-11-10,IN,500/1000,500.0,1010.77,0,438215,Male,High School,Transport-Moving,Basketball,Unmarried,52300.0,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,Unknown,0,3,No,42500.0,4250.0,4250.0,34000.0,Volkswagen,Jetta,1999,N,Adult,12,25,500/1000,1500,1010.77,[],41489.23,Friday,January,2005
53.0,498842,2000-05-04,OH,100/300,500.0,1205.86,0,444583,Male,Associate,Armed-Forces,Basketball,Wife,0.0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,Yes,0,1,No,86400.0,14400.0,7200.0,64800.0,Accura,RSX,2001,N,Senior,28,23,750/1500,2000,964.688,['rental car coverage'],85194.14,Sunday,February,2000
51.0,550294,2001-11-26,IL,500/1000,1000.0,1526.61,0,471866,Male,Masters,Handlers-Cleaners,Chess,Not-In-Family,0.0,-32900,2015-01-30,Vehicle Theft,Unknown,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,Yes,2,2,Unknown,4620.0,840.0,840.0,2940.0,Dodge,RAM,2009,Y,Senior,30,15,750/1500,2000,1221.288,['rental car coverage'],3093.3900000000003,Friday,January,2001
53.0,328387,2014-05-06,IL,100/300,1000.0,1496.44,0,616884,Female,High School,Tech-Support,Camping,Unmarried,0.0,0,2015-02-16,Parked Car,Unknown,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,Yes,2,2,No,6930.0,630.0,1260.0,5040.0,Honda,CRV,2013,N,Senior,35,11,750/1500,2000,1197.152,['rental car coverage'],5433.5599999999995,Monday,February,2014
40.0,540152,1991-01-27,IL,100/300,500.0,1256.2,0,448310,Female,JD,Sales,Hiking,Not-In-Family,0.0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,Yes,1,2,Yes,33360.0,8340.0,0.0,25020.0,Saab,95,2013,N,Adult,17,11,500/1000,1500,1256.2,[],32103.8,Wednesday,January,1991
51.0,385932,1992-04-28,IL,100/300,500.0,1268.35,0,478902,Male,Masters,Transport-Moving,Board-Games,Wife,0.0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,Yes,2,1,No,77330.0,14060.0,14060.0,49210.0,Volkswagen,Jetta,2014,Y,Senior,30,10,750/1500,2000,1014.68,['rental car coverage'],76061.65,Saturday,January,1992
35.0,618682,2000-03-04,IN,500/1000,2000.0,1421.59,0,442695,Male,College,Other-Service,Sleeping,Own-Child,0.0,0,2015-01-31,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,Unknown,2,3,Yes,4950.0,900.0,450.0,3600.0,Ford,F150,2011,N,Adult,15,13,500/1000,1500,1421.59,[],3528.41,Saturday,January,2000
26.0,550930,1995-10-12,IL,500/1000,500.0,1500.04,6000000,613826,Male,PhD,Craft-Repair,Polo,Own-Child,0.0,-36500,2015-02-13,Vehicle Theft,Unknown,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,No,0,2,Yes,5160.0,860.0,860.0,3440.0,Accura,TL,2004,N,Young Adult,5,20,250/500,1000,1800.048,['roadside assistance'],3659.96,Friday,February,1995
35.0,998192,2014-04-25,IL,100/300,500.0,1433.24,0,476203,Female,College,Exec-Managerial,Yachting,Not-In-Family,0.0,-19500,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11,3,No,2,1,Unknown,24570.0,2730.0,2730.0,19110.0,Saab,95,2006,Y,Adult,17,18,500/1000,1500,1433.24,[],23136.76,Sunday,February,2014
38.0,663938,2011-01-26,IN,100/300,2000.0,1231.25,0,604333,Female,PhD,Craft-Repair,Movies,Not-In-Family,46500.0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15,3,Unknown,1,0,Unknown,53680.0,4880.0,9760.0,39040.0,Toyota,Camry,2011,N,Adult,16,13,500/1000,1500,1231.25,[],52448.75,Thursday,January,2011
49.0,756870,1996-01-26,IN,500/1000,500.0,1135.43,0,442604,Male,Masters,Farming-Fishing,Bungie-Jumping,Own-Child,22700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,Yes,1,1,Yes,42900.0,3900.0,3900.0,35100.0,Chevrolet,Malibu,2010,N,Adult,24,14,500/1000,1500,1135.43,[],41764.57,Wednesday,February,1996
41.0,337158,1991-04-08,OH,250/500,2000.0,945.73,5000000,435663,Male,MD,Protective-Serv,Chess,Wife,38600.0,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,No,0,0,No,84100.0,16820.0,8410.0,58870.0,Ford,Escape,2009,Y,Adult,22,15,500/1000,1500,945.73,[],83154.27,Wednesday,February,1991
27.0,919875,2002-06-29,IN,100/300,2000.0,1118.76,0,470866,Female,College,Adm-Clerical,Dancing,Own-Child,0.0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,Unknown,1,3,Unknown,61560.0,6840.0,6840.0,47880.0,Ford,Fusion,2008,N,Young Adult,2,16,250/500,1000,1342.512,['roadside assistance'],60441.24,Thursday,February,2002
39.0,315631,1999-04-09,IN,500/1000,2000.0,1231.98,0,612908,Female,Associate,Other-Service,Hiking,Not-In-Family,0.0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,Yes,0,0,Unknown,44240.0,5530.0,5530.0,33180.0,Dodge,RAM,1997,N,Adult,20,27,500/1000,1500,1231.98,[],43008.02,Thursday,January,1999
33.0,113464,2009-04-19,IN,500/1000,2000.0,1005.47,0,441871,Female,JD,Protective-Serv,Hiking,Own-Child,58100.0,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,Unknown,2,3,Yes,57700.0,11540.0,5770.0,40390.0,Jeep,Grand Cherokee,2002,N,Adult,15,22,500/1000,1500,1005.47,[],56694.53,Sunday,February,2009
50.0,556415,1991-08-22,OH,100/300,2000.0,1108.97,0,431496,Female,PhD,Exec-Managerial,Exercise,Not-In-Family,68400.0,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,No,2,2,Yes,108030.0,16620.0,16620.0,74790.0,Saab,92x,2002,N,Senior,32,22,750/1500,2000,887.176,['rental car coverage'],106921.03,Wednesday,January,1991
30.0,250249,1991-11-28,IN,100/300,500.0,1392.39,5000000,436499,Female,High School,Exec-Managerial,Dancing,Unmarried,0.0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,No,2,0,Yes,54300.0,10860.0,5430.0,38010.0,Toyota,Highlander,2010,N,Adult,11,14,500/1000,1500,1392.39,[],52907.61,Monday,January,1991
54.0,403776,2012-04-27,IN,100/300,2000.0,1317.97,0,469853,Male,High School,Craft-Repair,Movies,Wife,34700.0,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,Unknown,1,2,Unknown,32280.0,5380.0,5380.0,21520.0,Ford,Fusion,2010,Y,Senior,30,14,750/1500,2000,1054.376,['rental car coverage'],30962.03,Sunday,January,2012
42.0,396002,2007-03-04,IN,250/500,1000.0,1588.22,0,605369,Male,JD,Machine-Op-Inspct,Camping,Other-Relative,0.0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,Yes,1,1,No,84600.0,16920.0,8460.0,59220.0,Chevrolet,Malibu,2007,N,Adult,24,17,500/1000,1500,1588.22,[],83011.78,Thursday,January,2007
35.0,976908,2012-12-31,IL,250/500,500.0,900.02,6000000,448466,Male,College,Craft-Repair,Camping,Own-Child,0.0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,No,1,3,Yes,69700.0,6970.0,6970.0,55760.0,BMW,3 Series,2008,N,Adult,13,16,500/1000,1500,900.02,[],68799.98,Tuesday,February,2012
33.0,509489,2013-12-21,OH,100/300,1000.0,1744.64,3000000,432786,Male,JD,Prof-Specialty,Movies,Unmarried,0.0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,No,0,1,No,36400.0,3640.0,7280.0,25480.0,Volkswagen,Jetta,1998,N,Adult,13,26,500/1000,1500,1744.64,[],34655.36,Saturday,February,2013
39.0,485295,2005-04-28,OH,250/500,1000.0,1260.56,0,473591,Female,JD,Adm-Clerical,Paintball,Own-Child,0.0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,No,0,2,Yes,37520.0,4690.0,4690.0,28140.0,Jeep,Wrangler,2010,N,Adult,20,14,500/1000,1500,1260.56,[],36259.44,Sunday,February,2005
33.0,361829,1994-09-17,OH,500/1000,2000.0,1021.14,0,618418,Female,Masters,Other-Service,Paintball,Wife,69500.0,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,No,2,3,Unknown,79090.0,14380.0,14380.0,50330.0,Dodge,RAM,2014,N,Adult,8,10,500/1000,1500,1021.14,[],78068.86,Monday,January,1994
54.0,603632,2003-08-16,OH,250/500,2000.0,1285.09,0,444558,Male,JD,Farming-Fishing,Board-Games,Not-In-Family,48000.0,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,No,0,2,Yes,67770.0,7530.0,15060.0,45180.0,Mercedes,ML350,2013,Y,Senior,33,11,750/1500,2000,1028.072,['rental car coverage'],66484.91,Saturday,February,2003
32.0,783494,2014-09-02,OH,100/300,500.0,1537.07,3000000,457733,Male,JD,Tech-Support,Chess,Wife,0.0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,No,1,0,No,47400.0,9480.0,4740.0,33180.0,Chevrolet,Silverado,2004,Y,Adult,8,20,500/1000,1500,1537.07,[],45862.93,Wednesday,February,2014
40.0,439049,2011-12-12,IN,100/300,1000.0,1022.42,0,466161,Male,PhD,Other-Service,Skydiving,Husband,50000.0,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,Yes,0,2,Unknown,71100.0,7110.0,14220.0,49770.0,Audi,A3,2008,N,Adult,15,16,500/1000,1500,1022.42,[],70077.58,Tuesday,February,2011
46.0,502634,1991-08-17,OH,100/300,2000.0,1558.86,0,450800,Male,MD,Other-Service,Dancing,Wife,51100.0,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,Unknown,2,2,No,69400.0,13880.0,6940.0,48580.0,BMW,M5,2012,N,Adult,23,12,500/1000,1500,1558.86,[],67841.14,Tuesday,February,1991
39.0,378588,2004-02-29,OH,500/1000,500.0,1757.87,0,458993,Male,High School,Transport-Moving,Board-Games,Not-In-Family,71400.0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,Yes,2,1,Unknown,55000.0,5000.0,10000.0,40000.0,Saab,93,1996,Y,Adult,18,28,500/1000,1500,1757.87,[],53242.13,Saturday,January,2004
52.0,794731,2015-02-22,IN,250/500,1000.0,973.5,0,468634,Male,PhD,Machine-Op-Inspct,Polo,Not-In-Family,50400.0,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,Yes,1,3,Yes,51090.0,7860.0,7860.0,35370.0,Toyota,Highlander,2003,N,Senior,34,21,750/1500,2000,778.8000000000001,['rental car coverage'],50116.5,Monday,February,2015
34.0,641934,2013-12-25,OH,500/1000,500.0,1430.8,0,461264,Male,PhD,Machine-Op-Inspct,Camping,Unmarried,0.0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,Unknown,2,3,No,64200.0,6420.0,19260.0,38520.0,Honda,Civic,2007,Y,Adult,4,17,500/1000,1500,1430.8,[],62769.2,Thursday,February,2013
45.0,113516,1990-10-13,IL,500/1000,500.0,1192.27,0,600184,Male,High School,Sales,Base-Jumping,Own-Child,0.0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,No,2,0,Yes,67320.0,12240.0,12240.0,42840.0,Ford,Fusion,2006,N,Adult,21,18,500/1000,1500,1192.27,[],66127.73,Sunday,January,1990
31.0,425631,2014-07-05,IL,250/500,500.0,1163.83,0,604874,Male,Associate,Protective-Serv,Movies,Husband,37700.0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,Yes,2,0,Unknown,76120.0,6920.0,13840.0,55360.0,Audi,A5,1999,N,Adult,11,25,500/1000,1500,1163.83,[],74956.17,Saturday,February,2014
28.0,542245,1991-11-25,OH,500/1000,1000.0,1003.15,0,462377,Female,JD,Farming-Fishing,Movies,Other-Relative,0.0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,Yes,2,1,No,85020.0,13080.0,13080.0,58860.0,Ford,Fusion,2010,N,Young Adult,10,14,250/500,1000,1203.78,['roadside assistance'],84016.85,Friday,January,1991
41.0,512894,1990-10-02,OH,250/500,2000.0,1153.54,6000000,619657,Male,Masters,Protective-Serv,Polo,Unmarried,0.0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,No,0,1,Unknown,68090.0,12380.0,12380.0,43330.0,Toyota,Corolla,2009,N,Adult,20,15,500/1000,1500,1153.54,[],66936.46,Thursday,February,1990
27.0,633090,2009-02-17,IL,100/300,1000.0,1631.1,0,437323,Female,High School,Priv-House-Serv,Exercise,Wife,0.0,0,2015-01-23,Parked Car,Unknown,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,Unknown,1,2,No,6030.0,670.0,670.0,4690.0,Nissan,Pathfinder,2007,N,Young Adult,8,17,250/500,1000,1957.3199999999997,['roadside assistance'],4398.9,Friday,January,2009
35.0,464234,2005-07-17,IL,500/1000,1000.0,1252.48,0,432148,Male,MD,Machine-Op-Inspct,Yachting,Wife,0.0,-55800,2015-02-10,Vehicle Theft,Unknown,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,Unknown,1,3,No,5100.0,1020.0,510.0,3570.0,Chevrolet,Malibu,2000,N,Adult,15,24,500/1000,1500,1252.48,[],3847.52,Tuesday,February,2005
30.0,290162,1994-03-12,IN,100/300,1000.0,1677.26,0,439690,Male,College,Sales,Yachting,Own-Child,40100.0,0,2015-01-10,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,Yes,1,3,Yes,4590.0,510.0,510.0,3570.0,Volkswagen,Jetta,2013,N,Adult,12,11,500/1000,1500,1677.26,[],2912.74,Saturday,January,1994
59.0,638155,1994-08-03,IL,250/500,1000.0,979.73,0,601848,Female,JD,Exec-Managerial,Yachting,Not-In-Family,51700.0,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,Unknown,1,2,No,72400.0,7240.0,14480.0,50680.0,Chevrolet,Tahoe,1999,Y,Senior,38,25,750/1500,2000,783.7840000000001,['rental car coverage'],71420.27,Thursday,February,1994
64.0,911429,2012-08-25,IN,250/500,500.0,989.24,0,615821,Male,Masters,Other-Service,Skydiving,Not-In-Family,0.0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,No,2,3,No,70900.0,14180.0,7090.0,49630.0,Mercedes,ML350,2002,N,Senior,39,22,750/1500,2000,791.392,['rental car coverage'],69910.76,Saturday,February,2012
25.0,106186,2011-12-02,IL,500/1000,1000.0,1389.86,0,472475,Female,Associate,Priv-House-Serv,Hiking,Husband,0.0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,Unknown,2,3,Yes,65100.0,6510.0,6510.0,52080.0,Saab,93,2011,N,Young Adult,6,13,250/500,1000,1667.8319999999999,['roadside assistance'],63710.14,Sunday,January,2011
40.0,311783,2005-02-25,OH,100/300,500.0,1233.85,0,457463,Female,College,Handlers-Cleaners,Chess,Husband,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,Unknown,2,1,Yes,64260.0,0.0,14280.0,49980.0,Ford,Escape,1999,N,Adult,16,25,500/1000,1500,1233.85,[],63026.15,Saturday,February,2005
